"trialId","answer","correctAnswer","pid"
"q19","True","True","p4"
"q20","153","153","p4"
"q21","4.4-4.6","4.4-4.6","p4"
"q22","True","True","p4"
"q23","70.5kg","70.5kg","p4"
"q24","197.1cm","197.1cm","p4"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p4"
"q26","197.1cm","175.3cm","p4"
"q27","True","True","p4"
"q28","True","False","p4"
"q29","False","False","p4"
"q30","$5.2","$5.1","p4"
"q31","December 2014","December 2014","p4"
"q32","$4.6 - $6.0","$4.6 - $6.0","p4"
"q33","Falling","Falling","p4"
"q34","8000","4200","p4"
"q35","1 to 4","1 to 1","p4"
"q36","2012","2012","p4"
"q37","Rising","Rising","p4"
"q38","True","False","p4"
"q39","True","False","p4"
"q40","560km","530km","p4"
"q41","New York City","New York City","p4"
"q42","150 - 600 km","180 - 560 km","p4"
"q43","New York City","New York City","p4"
"q44","False","False","p4"
"q45","False","False","p4"
"q46","False","False","p4"
"q47","2.3 - 3.4%","3.4 - 4.6%","p4"
"q48","New Mexico (NM)","New Mexico (NM)","p4"
"q49","True","True","p4"
"q50","Google","Google","p4"
"q51","False","False","p4"
"q52","False","False","p4"
"q0","$50.24","$50.24","p7"
"q1","December","December","p7"
"q2","$35 - $65","$37.04 - $60.95","p7"
"q3","Falling","Falling","p7"
"q4","$15","$15","p7"
"q5","15 Mbps","15 Mbps","p7"
"q6","South Korea","South Korea","p7"
"q7","0 - 22 Mbps","2 - 20.5 Mbps","p7"
"q8"," 6 Countries","7 Countries","p7"
"q9","$35.4","$12","p7"
"q10","4 to 10","4 to 10","p7"
"q11","Washington D.C.","Washington D.C.","p7"
"q12","True","True","p7"
"q13","False","False","p7"
"q14","38%","38%","p7"
"q15","College Graduate","College Graduate","p7"
"q16","False","False","p7"
"q17","25%","25%","p7"
"q18","Lenovo","Lenovo","p7"
"q19","True","True","p7"
"q20","153","153","p7"
"q21","4.4-4.6","4.4-4.6","p7"
"q22","True","True","p7"
"q23","70.5kg","70.5kg","p7"
"q24","197.1cm","197.1cm","p7"
"q25","40 - 130kg","53.9 - 123.6kg","p7"
"q26","175.3cm","175.3cm","p7"
"q27","True","True","p7"
"q28","False","False","p7"
"q29","False","False","p7"
"q30","$5.1","$5.1","p7"
"q31","December 2014","December 2014","p7"
"q32","$4.4 - $6.2","$4.6 - $6.0","p7"
"q33","Falling","Falling","p7"
"q34","8000","4200","p7"
"q35","1 to 2","1 to 1","p7"
"q36","2012","2012","p7"
"q37","Rising","Rising","p7"
"q38","True","False","p7"
"q39","True","False","p7"
"q40","530km","530km","p7"
"q41","New York City","New York City","p7"
"q42","150 - 600 km","180 - 560 km","p7"
"q43","New York City","New York City","p7"
"q44","False","False","p7"
"q45","False","False","p7"
"q46","False","False","p7"
"q47","2.3 - 3.4%","3.4 - 4.6%","p7"
"q48","New Mexico (NM)","New Mexico (NM)","p7"
"q49","True","True","p7"
"q50","Google","Google","p7"
"q51","False","False","p7"
"q52","False","False","p7"
"q0","$50.24","$50.24","p64"
"q1","December","December","p64"
"q2","$37.04 - $60.95","$37.04 - $60.95","p64"
"q3","Falling","Falling","p64"
"q4","$15","$15","p64"
"q5","15 Mbps","15 Mbps","p64"
"q6","South Korea","South Korea","p64"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p64"
"q8","7 Countries","7 Countries","p64"
"q9","$35.4","$12","p64"
"q10","4 to 10","4 to 10","p64"
"q11","Washington D.C.","Washington D.C.","p64"
"q12","True","True","p64"
"q13","False","False","p64"
"q14","47%","38%","p64"
"q15","High School Graduate or Less","College Graduate","p64"
"q16","True","False","p64"
"q17","25%","25%","p64"
"q18","Lenovo","Lenovo","p64"
"q19","False","True","p64"
"q20","153","153","p64"
"q21","4.4-4.6","4.4-4.6","p64"
"q22","True","True","p64"
"q23","70.5kg","70.5kg","p64"
"q24","192cm","197.1cm","p64"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p64"
"q26","175.3cm","175.3cm","p64"
"q27","True","True","p64"
"q28","True","False","p64"
"q29","False","False","p64"
"q30","$5.1","$5.1","p64"
"q31","June 2014","December 2014","p64"
"q32","$4.6 - $6.0","$4.6 - $6.0","p64"
"q33","Falling","Falling","p64"
"q34","8000","4200","p64"
"q35","1 to 3","1 to 1","p64"
"q36","2012","2012","p64"
"q37","Rising","Rising","p64"
"q38","True","False","p64"
"q39","False","False","p64"
"q40","560km","530km","p64"
"q41","New York City","New York City","p64"
"q42","150 - 600 km","180 - 560 km","p64"
"q43","Tokyo","New York City","p64"
"q44","True","False","p64"
"q45","True","False","p64"
"q46","False","False","p64"
"q47","2.3 - 3.4%","3.4 - 4.6%","p64"
"q48","New Mexico (NM)","New Mexico (NM)","p64"
"q49","True","True","p64"
"q50","Google","Google","p64"
"q51","False","False","p64"
"q52","False","False","p64"
"q0","$50.24","$50.24","p53"
"q1","December","December","p53"
"q2","$37.04 - $60.95","$37.04 - $60.95","p53"
"q3","Falling","Falling","p53"
"q4","$15","$15","p53"
"q5","15 Mbps","15 Mbps","p53"
"q6","South Korea","South Korea","p53"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p53"
"q8","7 Countries","7 Countries","p53"
"q9","$23.4","$12","p53"
"q10","4 to 10","4 to 10","p53"
"q11","Las Vegas","Washington D.C.","p53"
"q12","False","True","p53"
"q13","False","False","p53"
"q14","38%","38%","p53"
"q15","College Graduate","College Graduate","p53"
"q16","False","False","p53"
"q17","25%","25%","p53"
"q18","Lenovo","Lenovo","p53"
"q19","True","True","p53"
"q20","153","153","p53"
"q21","4.4-4.6","4.4-4.6","p53"
"q22","True","True","p53"
"q23","70.5kg","70.5kg","p53"
"q24","197.1cm","197.1cm","p53"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p53"
"q26","175.3cm","175.3cm","p53"
"q27","True","True","p53"
"q28","False","False","p53"
"q29","True","False","p53"
"q30","$5.1","$5.1","p53"
"q31","December 2014","December 2014","p53"
"q32","$4.6 - $6.0","$4.6 - $6.0","p53"
"q33","Falling","Falling","p53"
"q34","4200","4200","p53"
"q35","1 to 2","1 to 1","p53"
"q36","2012","2012","p53"
"q37","Rising","Rising","p53"
"q38","True","False","p53"
"q39","False","False","p53"
"q40","560km","530km","p53"
"q41","New York City","New York City","p53"
"q42","180 - 560 km","180 - 560 km","p53"
"q43","New York City","New York City","p53"
"q44","False","False","p53"
"q45","True","False","p53"
"q46","True","False","p53"
"q47","2.3 - 3.4%","3.4 - 4.6%","p53"
"q48","New Mexico (NM)","New Mexico (NM)","p53"
"q49","True","True","p53"
"q50","Google","Google","p53"
"q51","False","False","p53"
"q52","False","False","p53"
"q0","$50.24","$50.24","p80"
"q1","December","December","p80"
"q2","$37.04 - $60.95","$37.04 - $60.95","p80"
"q3","Falling","Falling","p80"
"q4","$45","$15","p80"
"q5","15 Mbps","15 Mbps","p80"
"q6","South Korea","South Korea","p80"
"q7","0 - 22 Mbps","2 - 20.5 Mbps","p80"
"q8","7 Countries","7 Countries","p80"
"q9","$23.4","$12","p80"
"q10","1 to 10","4 to 10","p80"
"q11","Washington D.C.","Washington D.C.","p80"
"q12","True","True","p80"
"q13","False","False","p80"
"q14","38%","38%","p80"
"q15","College Graduate","College Graduate","p80"
"q16","False","False","p80"
"q17","33%","25%","p80"
"q18","Lenovo","Lenovo","p80"
"q19","True","True","p80"
"q20","153","153","p80"
"q21","4.4-4.6","4.4-4.6","p80"
"q22","True","True","p80"
"q23","70.5kg","70.5kg","p80"
"q24","197.1cm","197.1cm","p80"
"q25","40 - 130kg","53.9 - 123.6kg","p80"
"q26","197.1cm","175.3cm","p80"
"q27","True","True","p80"
"q28","False","False","p80"
"q29","False","False","p80"
"q30","$5.2","$5.1","p80"
"q31","December 2014","December 2014","p80"
"q32","$4.6 - $6.1","$4.6 - $6.0","p80"
"q33","Falling","Falling","p80"
"q34","4200","4200","p80"
"q35","1 to 2","1 to 1","p80"
"q36","2012","2012","p80"
"q37","Rising","Rising","p80"
"q38","False","False","p80"
"q39","True","False","p80"
"q40","560km","530km","p80"
"q41","New York City","New York City","p80"
"q42","150 - 600 km","180 - 560 km","p80"
"q43","New York City","New York City","p80"
"q44","False","False","p80"
"q45","True","False","p80"
"q46","False","False","p80"
"q47","2.3 - 3.4%","3.4 - 4.6%","p80"
"q48","New Mexico (NM)","New Mexico (NM)","p80"
"q49","True","True","p80"
"q50","Google","Google","p80"
"q51","True","False","p80"
"q52","False","False","p80"
"q0","$50.24","$50.24","p63"
"q1","December","December","p63"
"q2","$37.04 - $60.95","$37.04 - $60.95","p63"
"q3","Falling","Falling","p63"
"q4","$15","$15","p63"
"q5","15 Mbps","15 Mbps","p63"
"q6","South Korea","South Korea","p63"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p63"
"q8"," 6 Countries","7 Countries","p63"
"q9"," $16.7","$12","p63"
"q10","4 to 10","4 to 10","p63"
"q11","Washington D.C.","Washington D.C.","p63"
"q12","True","True","p63"
"q13","False","False","p63"
"q14","38%","38%","p63"
"q15","College Graduate","College Graduate","p63"
"q16","False","False","p63"
"q17","25%","25%","p63"
"q18","Lenovo","Lenovo","p63"
"q19","True","True","p63"
"q20","153","153","p63"
"q21","4.4-4.6","4.4-4.6","p63"
"q22","True","True","p63"
"q23","70.5kg","70.5kg","p63"
"q24","197.1cm","197.1cm","p63"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p63"
"q26","175.3cm","175.3cm","p63"
"q27","True","True","p63"
"q28","False","False","p63"
"q29","False","False","p63"
"q30","$5.1","$5.1","p63"
"q31","December 2014","December 2014","p63"
"q32","$4.6 - $6.0","$4.6 - $6.0","p63"
"q33","Falling","Falling","p63"
"q34","4200","4200","p63"
"q35","1 to 1","1 to 1","p63"
"q36","2012","2012","p63"
"q37","Rising","Rising","p63"
"q38","False","False","p63"
"q39","False","False","p63"
"q40","530km","530km","p63"
"q41","New York City","New York City","p63"
"q42","180 - 560 km","180 - 560 km","p63"
"q43","New York City","New York City","p63"
"q44","False","False","p63"
"q45","True","False","p63"
"q46","False","False","p63"
"q47","3.4 - 4.6%","3.4 - 4.6%","p63"
"q48","New Mexico (NM)","New Mexico (NM)","p63"
"q49","True","True","p63"
"q50","Google","Google","p63"
"q51","False","False","p63"
"q52","False","False","p63"
"q0","$50.24","$50.24","p3"
"q1","December","December","p3"
"q2","$37.04 - $60.95","$37.04 - $60.95","p3"
"q3","Falling","Falling","p3"
"q4","$15","$15","p3"
"q5","15 Mbps","15 Mbps","p3"
"q6","South Korea","South Korea","p3"
"q7","3 - 20 Mbps","2 - 20.5 Mbps","p3"
"q8"," 6 Countries","7 Countries","p3"
"q9","$12","$12","p3"
"q10","1 to 10","4 to 10","p3"
"q11","Washington D.C.","Washington D.C.","p3"
"q12","False","True","p3"
"q13","False","False","p3"
"q14","47%","38%","p3"
"q15","College Graduate","College Graduate","p3"
"q16","False","False","p3"
"q17","33%","25%","p3"
"q18","Lenovo","Lenovo","p3"
"q19","True","True","p3"
"q20","153","153","p3"
"q21","4.4-4.6","4.4-4.6","p3"
"q22","True","True","p3"
"q23","70.5kg","70.5kg","p3"
"q24","197.1cm","197.1cm","p3"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p3"
"q26","197.1cm","175.3cm","p3"
"q27","True","True","p3"
"q28","True","False","p3"
"q29","True","False","p3"
"q30","$5.1","$5.1","p3"
"q31","December 2014","December 2014","p3"
"q32","$4.6 - $6.0","$4.6 - $6.0","p3"
"q33","Falling","Falling","p3"
"q34","8000","4200","p3"
"q35","1 to 4","1 to 1","p3"
"q36","2012","2012","p3"
"q37","Rising","Rising","p3"
"q38","True","False","p3"
"q39","True","False","p3"
"q40","560km","530km","p3"
"q41","New York City","New York City","p3"
"q42","150 - 600 km","180 - 560 km","p3"
"q43","New York City","New York City","p3"
"q44","True","False","p3"
"q45","True","False","p3"
"q46","False","False","p3"
"q47","2.3 - 3.4%","3.4 - 4.6%","p3"
"q48","New Mexico (NM)","New Mexico (NM)","p3"
"q49","True","True","p3"
"q50","Google","Google","p3"
"q51","True","False","p3"
"q52","False","False","p3"
"q0","$50.24","$50.24","p25"
"q1","December","December","p25"
"q2","$35 - $65","$37.04 - $60.95","p25"
"q3","Falling","Falling","p25"
"q4","$15","$15","p25"
"q5","15 Mbps","15 Mbps","p25"
"q6","South Korea","South Korea","p25"
"q7","0 - 22 Mbps","2 - 20.5 Mbps","p25"
"q8"," 6 Countries","7 Countries","p25"
"q9","$12","$12","p25"
"q10","1 to 10","4 to 10","p25"
"q11","Las Vegas","Washington D.C.","p25"
"q12","False","True","p25"
"q13","False","False","p25"
"q14","38%","38%","p25"
"q15","College Graduate","College Graduate","p25"
"q16","True","False","p25"
"q17","25%","25%","p25"
"q18","Lenovo","Lenovo","p25"
"q19","True","True","p25"
"q20","153","153","p25"
"q21","4.4-4.6","4.4-4.6","p25"
"q22","True","True","p25"
"q23","70.5kg","70.5kg","p25"
"q24","197.1cm","197.1cm","p25"
"q25","40 - 130kg","53.9 - 123.6kg","p25"
"q26","197.1cm","175.3cm","p25"
"q27","True","True","p25"
"q28","False","False","p25"
"q29","False","False","p25"
"q30","$5.1","$5.1","p25"
"q31","June 2014","December 2014","p25"
"q32","$4.6 - $5.9","$4.6 - $6.0","p25"
"q33","Falling","Falling","p25"
"q34","8000","4200","p25"
"q35","1 to 2","1 to 1","p25"
"q36","2012","2012","p25"
"q37","Rising","Rising","p25"
"q38","False","False","p25"
"q39","False","False","p25"
"q40","530km","530km","p25"
"q41","New York City","New York City","p25"
"q42","150 - 600 km","180 - 560 km","p25"
"q43","New York City","New York City","p25"
"q44","False","False","p25"
"q45","False","False","p25"
"q46","False","False","p25"
"q47","2.3 - 3.4%","3.4 - 4.6%","p25"
"q48","New Mexico (NM)","New Mexico (NM)","p25"
"q49","False","True","p25"
"q50","Google","Google","p25"
"q51","False","False","p25"
"q52","False","False","p25"
"q0","$50.24","$50.24","p76"
"q1","December","December","p76"
"q2","$48.36 - $60.95","$37.04 - $60.95","p76"
"q3","Falling","Falling","p76"
"q4","$15","$15","p76"
"q5","15 Mbps","15 Mbps","p76"
"q6","South Korea","South Korea","p76"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p76"
"q8"," 6 Countries","7 Countries","p76"
"q9","$23.4","$12","p76"
"q10","4 to 10","4 to 10","p76"
"q11","Las Vegas","Washington D.C.","p76"
"q12","False","True","p76"
"q13","False","False","p76"
"q14","62%","38%","p76"
"q15","College Graduate","College Graduate","p76"
"q16","True","False","p76"
"q17","25%","25%","p76"
"q18","Lenovo","Lenovo","p76"
"q19","True","True","p76"
"q20","153","153","p76"
"q21","4.4-4.6","4.4-4.6","p76"
"q22","True","True","p76"
"q23","70.5kg","70.5kg","p76"
"q24","197.1cm","197.1cm","p76"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p76"
"q26","197.1cm","175.3cm","p76"
"q27","True","True","p76"
"q28","False","False","p76"
"q29","False","False","p76"
"q30","$5.1","$5.1","p76"
"q31","December 2014","December 2014","p76"
"q32","$4.6 - $6.0","$4.6 - $6.0","p76"
"q33","Falling","Falling","p76"
"q34","8000","4200","p76"
"q35","1 to 2","1 to 1","p76"
"q36","2012","2012","p76"
"q37","Rising","Rising","p76"
"q38","True","False","p76"
"q39","True","False","p76"
"q40","530km","530km","p76"
"q41","New York City","New York City","p76"
"q42","180 - 560 km","180 - 560 km","p76"
"q43","New York City","New York City","p76"
"q44","False","False","p76"
"q45","True","False","p76"
"q46","False","False","p76"
"q47","2.3 - 3.4%","3.4 - 4.6%","p76"
"q48","New Mexico (NM)","New Mexico (NM)","p76"
"q49","True","True","p76"
"q50","Google","Google","p76"
"q51","False","False","p76"
"q52","False","False","p76"
"q0","$50.24","$50.24","p51"
"q1","December","December","p51"
"q2","$37.04 - $60.95","$37.04 - $60.95","p51"
"q3","Falling","Falling","p51"
"q4","$17","$15","p51"
"q5","15 Mbps","15 Mbps","p51"
"q6","South Korea","South Korea","p51"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p51"
"q8","7 Countries","7 Countries","p51"
"q9","$12","$12","p51"
"q10","4 to 10","4 to 10","p51"
"q11","Washington D.C.","Washington D.C.","p51"
"q12","False","True","p51"
"q13","False","False","p51"
"q14","38%","38%","p51"
"q15","College Graduate","College Graduate","p51"
"q16","False","False","p51"
"q17","25%","25%","p51"
"q18","Lenovo","Lenovo","p51"
"q19","True","True","p51"
"q20","153","153","p51"
"q21","4.4-4.6","4.4-4.6","p51"
"q22","True","True","p51"
"q23","70.5kg","70.5kg","p51"
"q24","197.1cm","197.1cm","p51"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p51"
"q26","175.3cm","175.3cm","p51"
"q27","True","True","p51"
"q28","False","False","p51"
"q29","False","False","p51"
"q30","$5.1","$5.1","p51"
"q31","December 2014","December 2014","p51"
"q32","$4.6 - $5.9","$4.6 - $6.0","p51"
"q33","Falling","Falling","p51"
"q34","8000","4200","p51"
"q35","1 to 2","1 to 1","p51"
"q36","2012","2012","p51"
"q37","Rising","Rising","p51"
"q38","True","False","p51"
"q39","True","False","p51"
"q40","530km","530km","p51"
"q41","New York City","New York City","p51"
"q42","150 - 600 km","180 - 560 km","p51"
"q43","New York City","New York City","p51"
"q44","False","False","p51"
"q45","True","False","p51"
"q46","False","False","p51"
"q47","2.3 - 3.4%","3.4 - 4.6%","p51"
"q48","New Mexico (NM)","New Mexico (NM)","p51"
"q49","True","True","p51"
"q50","Google","Google","p51"
"q51","False","False","p51"
"q52","False","False","p51"
"q0","$50.24","$50.24","p72"
"q1","May","December","p72"
"q2","$48.36 - $60.95","$37.04 - $60.95","p72"
"q3","Falling","Falling","p72"
"q4","$17","$15","p72"
"q5","15 Mbps","15 Mbps","p72"
"q6","South Korea","South Korea","p72"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p72"
"q8","7 Countries","7 Countries","p72"
"q9","$23.4","$12","p72"
"q10","4 to 10","4 to 10","p72"
"q11","Las Vegas","Washington D.C.","p72"
"q12","False","True","p72"
"q13","False","False","p72"
"q14","47%","38%","p72"
"q15","College Graduate","College Graduate","p72"
"q16","False","False","p72"
"q17","25%","25%","p72"
"q18","Lenovo","Lenovo","p72"
"q19","True","True","p72"
"q20","153","153","p72"
"q21","4.4-4.6","4.4-4.6","p72"
"q22","True","True","p72"
"q23","70.5kg","70.5kg","p72"
"q24","197.1cm","197.1cm","p72"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p72"
"q26","193cm","175.3cm","p72"
"q27","True","True","p72"
"q28","True","False","p72"
"q29","False","False","p72"
"q30","$5.2","$5.1","p72"
"q31","June 2014","December 2014","p72"
"q32","$4.6 - $6.1","$4.6 - $6.0","p72"
"q33","Falling","Falling","p72"
"q34","8000","4200","p72"
"q35","1 to 3","1 to 1","p72"
"q36","2012","2012","p72"
"q37","Rising","Rising","p72"
"q38","True","False","p72"
"q39","True","False","p72"
"q40","530km","530km","p72"
"q41","New York City","New York City","p72"
"q42","180 - 560 km","180 - 560 km","p72"
"q43","New York City","New York City","p72"
"q44","True","False","p72"
"q45","False","False","p72"
"q46","False","False","p72"
"q47","2.3 - 3.4%","3.4 - 4.6%","p72"
"q48","New Mexico (NM)","New Mexico (NM)","p72"
"q49","True","True","p72"
"q50","Google","Google","p72"
"q51","False","False","p72"
"q52","False","False","p72"
"q0","$50.24","$50.24","p56"
"q1","December","December","p56"
"q2","$37.04 - $60.95","$37.04 - $60.95","p56"
"q3","Falling","Falling","p56"
"q4","$15","$15","p56"
"q5","15 Mbps","15 Mbps","p56"
"q6","South Korea","South Korea","p56"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p56"
"q8","7 Countries","7 Countries","p56"
"q9","$35.4","$12","p56"
"q10","2 to 10","4 to 10","p56"
"q11","Washington D.C.","Washington D.C.","p56"
"q12","True","True","p56"
"q13","False","False","p56"
"q14","38%","38%","p56"
"q15","College Graduate","College Graduate","p56"
"q16","False","False","p56"
"q17","25%","25%","p56"
"q18","Lenovo","Lenovo","p56"
"q19","True","True","p56"
"q20","153","153","p56"
"q21","4.4-4.6","4.4-4.6","p56"
"q22","True","True","p56"
"q23","70.5kg","70.5kg","p56"
"q24","197.1cm","197.1cm","p56"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p56"
"q26","175.3cm","175.3cm","p56"
"q27","True","True","p56"
"q28","False","False","p56"
"q29","False","False","p56"
"q30","$5.1","$5.1","p56"
"q31","December 2014","December 2014","p56"
"q32","$4.6 - $6.0","$4.6 - $6.0","p56"
"q33","Falling","Falling","p56"
"q34","8000","4200","p56"
"q35","1 to 2","1 to 1","p56"
"q36","2012","2012","p56"
"q37","Rising","Rising","p56"
"q38","True","False","p56"
"q39","True","False","p56"
"q40","530km","530km","p56"
"q41","New York City","New York City","p56"
"q42","180 - 560 km","180 - 560 km","p56"
"q43","London","New York City","p56"
"q44","False","False","p56"
"q45","True","False","p56"
"q46","False","False","p56"
"q47","2.3 - 3.4%","3.4 - 4.6%","p56"
"q48","New Mexico (NM)","New Mexico (NM)","p56"
"q49","True","True","p56"
"q50","Google","Google","p56"
"q51","False","False","p56"
"q52","False","False","p56"
"q0","$50.24","$50.24","p49"
"q1","December","December","p49"
"q2","$37.04 - $60.95","$37.04 - $60.95","p49"
"q3","Falling","Falling","p49"
"q4","$15","$15","p49"
"q5","15 Mbps","15 Mbps","p49"
"q6","South Korea","South Korea","p49"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p49"
"q8","7 Countries","7 Countries","p49"
"q9","$12","$12","p49"
"q10","2 to 10","4 to 10","p49"
"q11","Las Vegas","Washington D.C.","p49"
"q12","True","True","p49"
"q13","False","False","p49"
"q14","38%","38%","p49"
"q15","College Graduate","College Graduate","p49"
"q16","True","False","p49"
"q17","25%","25%","p49"
"q18","Lenovo","Lenovo","p49"
"q19","True","True","p49"
"q20","153","153","p49"
"q21","4.4-4.6","4.4-4.6","p49"
"q22","True","True","p49"
"q23","70.5kg","70.5kg","p49"
"q24","197.1cm","197.1cm","p49"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p49"
"q26","197.1cm","175.3cm","p49"
"q27","True","True","p49"
"q28","False","False","p49"
"q29","False","False","p49"
"q30","$5.1","$5.1","p49"
"q31","December 2014","December 2014","p49"
"q32","$4.6 - $6.0","$4.6 - $6.0","p49"
"q33","Falling","Falling","p49"
"q34","8000","4200","p49"
"q35","1 to 2","1 to 1","p49"
"q36","2012","2012","p49"
"q37","Rising","Rising","p49"
"q38","True","False","p49"
"q39","True","False","p49"
"q40","530km","530km","p49"
"q41","New York City","New York City","p49"
"q42","150 - 600 km","180 - 560 km","p49"
"q43","New York City","New York City","p49"
"q44","False","False","p49"
"q45","True","False","p49"
"q46","False","False","p49"
"q47","2.3 - 3.4%","3.4 - 4.6%","p49"
"q48","New Mexico (NM)","New Mexico (NM)","p49"
"q49","True","True","p49"
"q50","Google","Google","p49"
"q51","False","False","p49"
"q52","False","False","p49"
"q0","$50.24","$50.24","p70"
"q1","December","December","p70"
"q2","$37.04 - $60.95","$37.04 - $60.95","p70"
"q3","Falling","Falling","p70"
"q4","$15","$15","p70"
"q5","15 Mbps","15 Mbps","p70"
"q6","South Korea","South Korea","p70"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p70"
"q8"," 6 Countries","7 Countries","p70"
"q9"," $16.7","$12","p70"
"q10","4 to 10","4 to 10","p70"
"q11","Washington D.C.","Washington D.C.","p70"
"q12","True","True","p70"
"q13","False","False","p70"
"q14","38%","38%","p70"
"q15","College Graduate","College Graduate","p70"
"q16","False","False","p70"
"q17","33%","25%","p70"
"q18","Lenovo","Lenovo","p70"
"q19","True","True","p70"
"q20","153","153","p70"
"q21","4.4-4.6","4.4-4.6","p70"
"q22","True","True","p70"
"q23","70.5kg","70.5kg","p70"
"q24","197.1cm","197.1cm","p70"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p70"
"q26","175.3cm","175.3cm","p70"
"q27","True","True","p70"
"q28","False","False","p70"
"q29","True","False","p70"
"q30","$5.1","$5.1","p70"
"q31","June 2014","December 2014","p70"
"q32","$4.6 - $6.0","$4.6 - $6.0","p70"
"q33","Falling","Falling","p70"
"q34","8000","4200","p70"
"q35","1 to 2","1 to 1","p70"
"q36","2012","2012","p70"
"q37","Rising","Rising","p70"
"q38","True","False","p70"
"q39","True","False","p70"
"q40","530km","530km","p70"
"q41","New York City","New York City","p70"
"q42","180 - 560 km","180 - 560 km","p70"
"q43","New York City","New York City","p70"
"q44","False","False","p70"
"q45","True","False","p70"
"q46","False","False","p70"
"q47","2.3 - 3.4%","3.4 - 4.6%","p70"
"q48","New Mexico (NM)","New Mexico (NM)","p70"
"q49","True","True","p70"
"q50","Google","Google","p70"
"q51","False","False","p70"
"q52","False","False","p70"
"q0","$50.24","$50.24","p6"
"q1","December","December","p6"
"q2","$37.04 - $60.95","$37.04 - $60.95","p6"
"q3","Falling","Falling","p6"
"q4","$15","$15","p6"
"q5","10 Mbps","15 Mbps","p6"
"q6","South Korea","South Korea","p6"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p6"
"q8","7 Countries","7 Countries","p6"
"q9","$12","$12","p6"
"q10","4 to 10","4 to 10","p6"
"q11","Washington D.C.","Washington D.C.","p6"
"q12","True","True","p6"
"q13","False","False","p6"
"q14","38%","38%","p6"
"q15","College Graduate","College Graduate","p6"
"q16","False","False","p6"
"q17","25%","25%","p6"
"q18","Lenovo","Lenovo","p6"
"q19","True","True","p6"
"q20","153","153","p6"
"q21","4.4-4.6","4.4-4.6","p6"
"q22","True","True","p6"
"q23","70.5kg","70.5kg","p6"
"q24","197.1cm","197.1cm","p6"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p6"
"q26","175.3cm","175.3cm","p6"
"q27","False","True","p6"
"q28","False","False","p6"
"q29","False","False","p6"
"q30","$5.2","$5.1","p6"
"q31","December 2014","December 2014","p6"
"q32","$4.6 - $6.0","$4.6 - $6.0","p6"
"q33","Falling","Falling","p6"
"q34","4200","4200","p6"
"q35","1 to 1","1 to 1","p6"
"q36","2012","2012","p6"
"q37","Rising","Rising","p6"
"q38","False","False","p6"
"q39","False","False","p6"
"q40","530km","530km","p6"
"q41","New York City","New York City","p6"
"q42","180 - 560 km","180 - 560 km","p6"
"q43","New York City","New York City","p6"
"q44","False","False","p6"
"q45","False","False","p6"
"q46","False","False","p6"
"q47","2.3 - 3.4%","3.4 - 4.6%","p6"
"q48","New Mexico (NM)","New Mexico (NM)","p6"
"q49","True","True","p6"
"q50","Google","Google","p6"
"q51","False","False","p6"
"q52","False","False","p6"
"q0","$50.24","$50.24","p78"
"q1","December","December","p78"
"q2","$37.04 - $60.95","$37.04 - $60.95","p78"
"q3","Falling","Falling","p78"
"q4","$15","$15","p78"
"q5","15 Mbps","15 Mbps","p78"
"q6","South Korea","South Korea","p78"
"q7","2 - 20.5 Mbps","2 - 20.5 Mbps","p78"
"q8"," 6 Countries","7 Countries","p78"
"q9","$12","$12","p78"
"q10","1 to 10","4 to 10","p78"
"q11","Washington D.C.","Washington D.C.","p78"
"q12","True","True","p78"
"q13","False","False","p78"
"q14","38%","38%","p78"
"q15","College Graduate","College Graduate","p78"
"q16","False","False","p78"
"q17","25%","25%","p78"
"q18","Lenovo","Lenovo","p78"
"q19","True","True","p78"
"q20","153","153","p78"
"q21","4.4-4.6","4.4-4.6","p78"
"q22","True","True","p78"
"q23","70.5kg","70.5kg","p78"
"q24","197.1cm","197.1cm","p78"
"q25","53.9 - 123.6kg","53.9 - 123.6kg","p78"
"q26","175.3cm","175.3cm","p78"
"q27","True","True","p78"
"q28","False","False","p78"
"q29","False","False","p78"
"q30","$5.1","$5.1","p78"
